,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
4400,17,4203,816.0,2900,827,4.1742,1,159900
4401,19,5015,1013.0,3251,940,3.9818,1,152900
4402,24,4195,706.0,2200,647,4.3451,1,177800
4403,32,4089,735.0,2927,713,4.1675,1,142500
4404,29,4964,1056.0,2773,1036,3.0827,1,148100
4405,27,4131,886.0,2002,815,3.2929,1,157500
4406,33,3252,630.0,2010,641,3.4222,1,158100
4407,24,2591,739.0,3243,702,2.1766,1,108500
4408,37,3149,833.0,3456,788,2.8542,1,127600
4409,43,2534,592.0,2448,603,2.4884,1,130500
4410,39,3260,821.0,3130,793,2.5224,1,119200
4411,45,1827,408.0,1507,410,2.8942,1,129000
4412,31,2697,690.0,2220,665,2.5329,1,135200
4413,34,2486,560.0,2443,557,2.5263,1,130400
4414,24,3174,506.0,1466,535,5.2285,1,248100
4415,30,3745,767.0,1762,748,3.2355,1,214200
4416,42,4261,840.0,2013,801,3.5288,1,221000
4417,28,1926,556.0,1717,535,1.9385,1,123200
4418,40,2878,592.0,1444,564,3.1439,1,192300
4419,40,2497,520.0,1275,508,3.1071,1,193100
4420,24,3071,544.0,1477,560,3.9219,1,222500
4421,26,5745,1017.0,2780,996,5.0,1,202300
4422,38,5561,1292.0,3523,1253,2.8289,1,168300
4423,23,2392,721.0,3074,718,2.5195,1,136900
4424,15,2608,458.0,1531,457,5.5148,1,253500
4425,19,2528,554.0,2332,492,3.7766,1,177000
4426,19,2511,465.0,1551,450,4.9107,1,231900
4427,20,2606,424.0,1361,426,4.5787,1,245100
4428,19,2164,410.0,1309,426,3.338,1,185300
4429,16,3841,620.0,1799,611,4.3814,1,245300
4430,18,1984,379.0,1078,359,3.2969,1,229900
4431,18,2837,522.0,1454,458,4.5272,1,221000
4432,17,3921,654.0,1895,641,5.0092,1,238700
4433,18,1819,283.0,919,295,4.1696,1,222500
4434,21,2294,478.0,1306,430,3.0347,1,227200
4435,27,1608,503.0,2031,498,2.3384,1,121000
4436,25,1851,418.0,1678,390,3.2937,1,135300
4437,32,1740,399.0,1563,389,2.7694,1,132400
4438,30,2628,444.0,1372,432,4.1696,1,175000
4439,18,5915,1000.0,2975,975,4.5812,1,255200
4440,15,2191,358.0,1150,330,4.7969,1,227500
4441,19,3562,530.0,1607,505,5.0162,1,283100
4442,21,3905,583.0,1528,586,7.6245,1,336600
4443,15,4037,586.0,1596,557,8.0922,1,390100
4444,14,1835,468.0,1867,461,2.3879,1,129800
4445,31,1636,380.0,1468,339,3.2219,1,114700
4446,13,2685,621.0,2474,573,2.8775,1,134100
4447,33,2952,565.0,1264,517,4.4209,1,274600
4448,27,3184,520.0,1121,493,5.6383,1,377000
4449,28,1973,343.0,970,349,4.25,1,279100
4450,19,2150,479.0,1052,428,3.5039,1,288400
4451,21,2740,615.0,2630,564,2.6629,1,102700
4452,22,2927,637.0,2546,618,2.7153,1,114300
4453,39,2288,529.0,1449,410,3.3289,1,190600
4454,23,2095,536.0,1858,457,3.0543,1,92400
4455,13,1642,418.0,1534,388,3.1222,1,125500
4456,27,1476,352.0,1156,358,3.1929,1,137900
4457,30,1484,414.0,1200,351,1.7548,1,95800
4458,34,2504,550.0,1810,547,3.4821,1,113700
4459,16,1868,443.0,1323,436,2.9559,1,163200
4460,16,3077,628.0,1479,536,3.3724,1,114600
4461,29,1916,386.0,1019,314,2.4881,1,87500
4462,22,1746,363.0,886,364,5.5469,1,378800
4463,18,3165,533.0,1312,434,6.5234,3,357400
4464,42,3944,738.0,1374,598,4.174,3,394400
4465,39,5468,834.0,1782,712,5.7248,3,398800
4466,33,5323,887.0,1670,740,3.9792,3,468000
4467,22,3553,530.0,1108,441,5.8505,3,417100
4468,23,4911,693.0,1480,606,6.777,3,500000
4469,33,3455,683.0,1704,663,4.0154,3,225700
4470,29,3735,808.0,1873,757,3.1543,3,253800
4471,34,2351,537.8705525375618,1063,428,3.725,3,278000
4472,27,3044,661.0,1229,618,3.1359,3,268000
4473,47,1811,401.0,948,375,3.0379,3,249300
4474,19,2371,324.0,944,332,5.9175,1,240200
4475,28,3983,852.0,1582,778,3.5147,3,313900
4476,20,1834,554.0,971,514,3.0383,1,217300
4477,29,3412,827.0,1574,759,2.9309,3,217100
4478,30,2755,597.0,1519,554,3.2952,3,234600
4479,33,2461,649.0,1234,601,2.8727,3,225000
4480,45,2249,412.0,944,429,3.0625,3,260300
4481,42,2689,510.0,1023,459,4.6182,3,301000
4482,31,2034,335.0,966,322,4.6964,3,291300
4483,35,2605,410.0,1110,406,5.5519,3,329500
4484,17,5039,833.0,1678,710,6.2323,3,339100
4485,30,1822,505.0,932,496,2.6894,1,179500
4486,18,2700,937.0,1042,744,3.1364,3,150000
4487,29,4910,871.0,3438,904,4.0432,3,450000
4488,20,6332,991.0,2668,955,5.7578,1,347700
4489,21,3634,1011.0,1985,917,2.9085,1,156300
4490,21,2381,701.0,1264,659,2.5372,1,218000
4491,34,3852,733.0,1661,696,4.3269,1,221300
4492,27,5665,1281.0,3612,1191,3.0542,1,142100
4493,30,2748,502.0,1491,535,4.3472,1,185000
4494,26,2902,761.0,2258,719,2.5663,1,128900
4495,30,2958,691.0,1616,666,3.4643,1,191800
4496,21,2876,802.0,2487,795,2.2007,1,112800
4497,15,2190,586.0,1570,510,1.875,1,122300
4498,24,2437,438.0,1430,444,3.8015,1,169100
4499,26,3723,789.0,2563,747,3.4531,1,133100
4500,27,2248,466.0,1644,453,3.2545,1,131200
4501,33,2938,576.0,1516,568,3.5,1,162400
4502,33,1771,398.0,1037,388,2.7708,1,161800
4503,41,3138,717.0,1890,642,2.4864,1,140400
4504,22,6912,1513.0,3794,1455,3.0608,1,168300
4505,14,2493,407.0,1296,418,5.4508,1,190000
4506,18,6601,1395.0,3562,1299,3.512,1,174800
4507,23,1398,388.0,1112,406,2.2366,0,140200
4508,48,2278,477.0,1219,453,2.9643,0,154000
4509,38,2308,425.0,1272,406,3.6083,0,134200
4510,20,3870,795.0,2088,774,3.3021,0,152700
4511,24,2831,502.0,1462,503,4.5,0,158300
4512,33,4518,704.0,1776,669,5.2444,0,281100
4513,44,3030,589.0,1373,582,2.9054,0,155200
4514,23,4312,993.0,2317,934,2.7667,0,153200
4515,20,2063,486.0,1045,460,2.5035,0,153200
4516,34,1797,395.0,1162,407,3.455,0,137500
4517,25,4927,1005.0,2756,998,2.7325,0,162900
4518,45,3075,754.0,1635,723,2.2721,0,139800
4519,44,3690,809.0,1922,736,2.6346,0,139800
4520,19,4187,684.0,1827,605,4.5293,0,210400
4521,21,1922,344.0,1051,342,3.6042,0,183300
4522,15,4741,956.0,2043,856,4.1862,0,183600
4523,26,2155,339.0,956,365,4.0132,0,174700
4524,33,2463,421.0,1235,465,3.7045,0,161500
4525,15,3193,468.0,1303,426,5.3017,0,202600
4526,19,2922,417.0,1221,442,5.8002,0,238700
4527,22,2483,528.0,1478,492,4.0878,0,164400
4528,35,3997,762.0,2074,703,3.285,0,138100
4529,26,2710,498.0,1439,484,5.0,0,175200
4530,14,6778,947.0,2768,1014,6.1953,0,258900
4531,25,3883,740.0,1641,676,3.9,0,187300
4532,32,2577,458.0,1172,447,3.8796,0,175500
4533,45,3023,659.0,1789,657,3.6039,0,126000
4534,14,3541,499.0,1577,459,5.3351,0,269900
4535,20,1789,434.0,1113,398,2.4728,0,139700
4536,25,1701,427.0,1021,399,3.0404,0,142100
4537,31,1633,316.0,944,300,3.3977,0,158700
4538,18,3548,880.0,1476,699,3.7188,0,163400
4539,13,7065,1259.0,3864,1221,4.7472,0,148600
4540,17,4459,944.0,1812,888,2.9375,0,106700
4541,23,2840,491.0,1586,466,4.0337,0,130400
4542,18,3735,557.0,1504,521,5.6304,0,243100
4543,33,2017,370.0,949,342,4.625,0,228600
4544,20,4867,1015.0,1725,1015,2.5685,2,267600
4545,20,3494,549.0,1673,541,5.5718,2,185200
4546,18,1808,400.0,968,370,3.7067,2,175000
4547,16,2716,546.0,898,500,2.2536,2,201200
4548,31,3440,574.0,1538,537,5.5368,0,325900
4549,33,2542,466.0,1099,420,4.635,2,248500
4550,18,2487,516.0,980,503,3.5506,2,187500
4551,37,3049,537.8705525375618,1287,439,4.3125,2,276500
4552,23,2191,415.0,959,361,4.1993,2,214500
4553,26,2101,390.0,2171,360,3.6429,2,159700
4554,34,2517,483.0,1324,464,3.0938,2,189400
4555,37,1898,359.0,973,340,4.2096,2,256600
4556,18,2083,506.0,926,487,1.9925,2,225000
4557,32,2723,637.0,1549,556,2.3942,2,183100
4558,18,3753,752.0,1454,668,3.7585,1,185700
4559,15,6828,1319.0,3002,1318,2.4726,2,143400
4560,17,1878,345.0,892,299,2.8864,2,143100
4561,19,2323,397.0,963,379,3.7426,2,162700
4562,13,3883,763.0,1816,682,2.8102,2,144400
4563,39,2099,433.0,929,423,1.9886,2,113800
4564,20,1634,374.0,1053,390,1.5313,2,154900
4565,35,2637,511.0,1181,480,2.7813,2,109200
4566,30,2188,537.8705525375618,1033,437,2.1419,2,105200
4567,17,3033,590.0,1319,583,2.4811,2,111800
4568,25,2200,439.0,1045,419,2.6042,2,116700
4569,28,2843,535.0,1310,525,3.2337,2,123100
4570,14,3338,608.0,1373,562,3.67,2,160100
4571,15,2809,450.0,1267,408,4.0426,2,191700
4572,15,2993,562.0,1296,518,3.3009,2,156800
4573,13,2331,464.0,1110,419,3.6563,2,164900
4574,23,2550,457.0,1016,405,3.6607,2,153000
4575,17,2277,459.0,1149,476,3.2303,2,149500
4576,49,3739,759.0,1422,606,2.4283,2,143100
4577,14,1864,331.0,894,332,3.4028,2,171800
4578,14,3120,595.0,1569,556,3.5385,2,157400
4579,17,3127,539.0,1390,520,3.9537,2,172800
4580,17,2282,431.0,974,371,3.5417,2,155100
4581,16,2616,422.0,1090,425,3.7917,2,179200
4582,17,3442,705.0,1693,619,2.8102,2,128900
4583,26,1988,379.0,905,321,3.7841,2,109500
4584,14,2421,489.0,1000,354,3.5652,2,119800
4585,28,2851,496.0,1287,496,5.0782,1,264100
4586,34,2228,399.0,1159,378,4.8906,1,228900
4587,36,1870,338.0,947,324,4.1205,1,217000
4588,35,1928,360.0,1056,366,4.0893,1,215700
4589,31,1975,373.0,918,347,4.4107,1,202000
4590,33,1700,369.0,981,362,4.5461,1,194000
4591,29,2316,522.0,1275,501,3.776,1,192600
4592,31,2397,518.0,1407,476,2.6641,1,185200
4593,33,1770,370.0,1346,366,4.0833,1,162500
4594,25,3445,801.0,2400,750,3.4702,1,161900
4595,37,2633,630.0,1904,630,2.6123,1,161300
4596,32,2620,398.0,1296,429,5.7796,1,241300
4597,35,1887,328.0,989,351,4.1321,1,198100
4598,24,2017,416.0,900,436,3.0,1,251400
4599,18,3744,1027.0,1654,912,3.2158,1,215000
4600,18,2825,660.0,1590,643,3.6106,1,153600
4601,32,1661,312.0,1201,302,4.0,1,178200
4602,13,2312,592.0,2038,559,3.1378,1,137000
4603,25,3250,546.0,1452,501,5.1084,1,303800
4604,31,2237,431.0,1135,434,4.45,1,267900
4605,26,1962,540.0,1236,520,2.2156,1,145000
4606,30,2658,382.0,1135,392,6.0516,1,245000
4607,28,3664,719.0,1820,657,4.225,1,224700
4608,25,2431,534.0,1702,523,3.7933,1,184400
4609,27,4566,620.0,2045,664,5.583,1,267700
4610,30,2506,394.0,1255,421,4.7813,1,198200
4611,34,2271,437.0,1393,433,4.2443,1,174400
4612,33,1626,378.0,1062,356,2.1944,1,139600
4613,21,2578,363.0,1207,350,6.2452,1,291700
4614,15,5799,842.0,2314,787,6.3433,1,350500
4615,20,3349,685.0,1822,675,4.7216,1,227000
4616,17,6100,861.0,2771,866,7.6486,1,306700
4617,17,2936,555.0,1381,535,5.4617,1,190300
4618,27,2181,501.0,1555,488,3.6106,1,196400
4619,34,1763,303.0,894,297,5.0096,1,221700
4620,24,2249,379.0,1015,385,4.9766,1,267100
4621,34,1473,312.0,1025,315,3.8333,1,170400
4622,19,2176,414.0,1002,402,4.9743,1,193500
4623,26,2885,476.0,1227,439,4.9524,1,226600
4624,33,4181,804.0,2049,834,4.3103,1,201600
4625,19,2181,400.0,1272,337,5.1952,1,302100
4626,33,2868,382.0,1204,412,6.1825,1,336900
4627,27,2558,310.0,891,316,9.5561,1,411800
4628,18,2895,487.0,1116,429,5.4716,1,400000
4629,13,1814,320.0,1010,313,6.3489,1,337900
4630,18,3821,576.0,1430,568,6.9399,1,349600
4631,28,2696,346.0,947,356,9.0055,1,375400
4632,19,8096,1318.0,3853,1313,6.0076,1,269500
4633,15,3057,479.0,1679,498,6.8429,1,372600
4634,25,3578,461.0,1588,466,6.2556,1,341300
4635,18,8836,1527.0,3946,1451,5.6441,1,313000
4636,30,2577,404.0,1076,374,6.7528,1,459600
4637,25,2037,515.0,1435,496,3.3199,1,188800
4638,29,1310,332.0,937,294,3.8068,1,158700
4639,28,1784,440.0,1255,433,3.7054,1,169200
4640,34,2138,490.0,1682,463,3.6006,1,161700
4641,35,1691,367.0,1265,378,3.5855,1,174300
4642,35,2146,430.0,1230,429,3.7813,1,184900
4643,35,2181,371.0,1249,358,4.2937,1,183200
4644,35,1972,367.0,1152,356,3.7222,1,187500
4645,35,2375,439.0,1343,424,4.53,1,193500
4646,35,2478,431.0,1333,427,5.2099,1,191400
4647,32,2366,505.0,1283,477,3.3516,1,190000
4648,34,1599,296.0,938,307,4.285,1,184900
4649,35,1854,383.0,1115,381,4.4784,1,185200
4650,37,1785,360.0,1155,403,4.7984,1,175800
4651,36,2824,493.0,1394,507,4.6477,1,194700
4652,36,2038,343.0,1066,346,5.197,1,195700
4653,36,1672,318.0,1173,337,4.5774,1,182100
4654,35,2127,417.0,1247,378,4.75,1,185600
4655,46,2066,450.0,1275,448,3.9375,1,187000
4656,32,2458,359.0,967,409,7.2893,1,293500
4657,35,2062,353.0,991,357,5.2897,1,230400
4658,28,2315,538.0,1360,504,2.9861,1,218600
4659,34,1411,292.0,1040,299,3.4338,1,195200
4660,15,1655,626.0,1549,582,1.9127,1,175000
4661,27,2091,336.0,1037,332,5.7519,1,243400
4662,35,1919,349.0,1302,345,5.6409,1,190900
4663,17,1627,398.0,1216,369,3.3438,1,186600
4664,29,1221,371.0,1822,326,1.7935,1,162500
4665,28,1395,398.0,1220,362,3.3008,1,193800
4666,26,2296,570.0,1415,527,2.4732,1,165800
4667,33,1597,537.8705525375618,1888,423,3.055,1,157800
4668,16,2434,455.0,1017,476,4.2188,1,176300
4669,21,3180,434.0,1413,391,6.5945,1,277300
4670,19,3583,911.0,2300,871,3.0214,1,218400
4671,17,3218,923.0,1701,824,3.6946,1,265500
4672,16,2889,423.0,1227,401,6.4514,1,270800
4673,25,3205,409.0,1291,408,7.2478,1,299200
4674,21,3181,447.0,1416,469,6.8268,1,280300
4675,22,4386,593.0,1915,592,6.6897,1,289800
4676,19,1621,328.0,871,322,3.7361,1,201400
4677,22,2340,664.0,1382,546,3.343,1,184600
4678,25,1808,440.0,1342,454,3.025,1,156900
4679,24,2655,702.0,1519,708,3.3036,1,183900
4680,28,3333,752.0,2026,722,3.5667,1,190700
4681,28,2612,602.0,1682,563,3.6417,1,204300
4682,22,4020,655.0,1486,635,5.9639,1,262300
4683,14,4753,681.0,2138,678,7.3658,1,288500
4684,20,3977,540.0,1886,541,6.5843,1,272200
4685,15,5078,806.0,2569,759,5.6549,1,301900
4686,20,4026,648.0,1997,650,5.5918,1,260500
4687,24,3935,625.0,1912,593,5.7951,1,226900
4688,24,3326,503.0,1616,494,5.7457,1,240600
4689,21,1519,388.0,1203,366,3.2083,1,145300
4690,19,2232,448.0,1149,417,3.1534,1,324400
4691,15,1898,476.0,1766,455,2.4929,1,158500
4692,16,1332,368.0,1534,295,3.0227,1,297100
4693,18,2705,713.0,2726,674,2.7759,1,200000
4694,28,2292,531.0,2197,509,3.4856,1,142800
4695,13,3252,583.0,1546,557,5.8243,1,297900
4696,18,1982,300.0,1027,324,7.0526,1,327500
4697,24,2168,421.0,1050,397,4.6172,1,238300
4698,19,2968,503.0,1430,459,5.3339,1,371700
4699,21,3079,509.0,1431,480,4.0714,1,278900
4700,16,3471,708.0,1769,691,4.1064,1,246100
4701,16,3973,595.0,1971,575,6.4265,1,263700
4702,23,2446,360.0,1196,359,6.5755,1,272800
4703,23,2365,355.0,1209,347,6.0132,1,259400
4704,19,3544,542.0,1787,560,6.7837,1,264300
4705,18,2112,340.0,1048,315,6.9308,1,231700
4706,15,5392,895.0,2531,827,6.2185,1,280300
4707,19,4491,680.0,2457,702,6.0591,1,233500
4708,16,5954,1281.0,3107,1209,4.2566,1,206100
4709,14,4039,669.0,1905,670,6.3303,1,303000
4710,13,3292,727.0,1565,698,5.457,1,308800
4711,17,4575,764.0,2054,737,6.0571,1,272400
4712,16,5819,986.0,2306,914,4.6315,1,277500
4713,25,3121,381.0,1278,389,7.0217,1,357900
4714,17,8562,1351.0,3822,1316,6.0829,1,252600
4715,16,5609,952.0,2624,934,5.3307,1,169600
4716,14,6239,901.0,2923,904,6.5437,1,268200
4717,22,3760,482.0,1485,461,7.8537,1,354900
4718,23,3038,470.0,1568,438,5.6403,1,233000
4719,21,2603,404.0,1350,390,6.057,1,235900
4720,18,1810,305.0,1189,326,5.2227,1,213500
4721,16,4151,637.0,1558,604,5.806,1,304900
4722,17,4343,515.0,1605,484,10.5981,1,460100
4723,16,3781,504.0,1665,499,7.2554,1,335600
4724,16,4390,660.0,2146,633,6.1504,1,266000
4725,16,3182,429.0,1663,428,7.0592,1,288200
4726,16,3973,483.0,1373,452,9.8074,1,417000
4727,13,2021,362.0,1081,341,4.3269,1,231400
4728,13,5415,827.0,2061,714,7.3681,1,353100
4729,15,3764,510.0,1448,468,8.7124,1,410500
4730,16,3491,502.0,1496,509,6.6207,1,270500
4731,15,3086,457.0,1262,436,6.4415,1,300700
4732,25,2765,475.0,1666,474,6.0531,1,230700
4733,18,3548,474.0,1506,449,6.925,1,290300
4734,17,4138,805.0,2442,780,4.7804,1,242000
4735,16,4065,661.0,1962,636,6.2177,1,256600
4736,24,3859,661.0,1972,624,5.7871,1,227400
4737,17,3464,519.0,1713,530,6.0471,1,248400
4738,25,3745,522.0,1648,496,7.5488,1,278100
4739,23,3588,577.0,1695,569,6.1401,1,243200
4740,16,5218,1187.0,2701,1125,3.929,1,143100
4741,13,5830,921.0,2897,891,6.2403,1,257400
4742,43,1911,439.0,930,433,4.6369,1,186400
4743,25,3164,449.0,1517,453,6.7921,1,266000
4744,18,4552,706.0,1918,671,7.5791,1,288100
4745,16,3016,394.0,1172,382,7.5196,1,315600
4746,16,4277,565.0,1642,549,8.0082,1,286600
4747,18,4265,581.0,2025,544,6.4598,1,282700
4748,19,2962,405.0,1295,440,6.0689,1,248000
4749,16,3010,580.0,1649,538,4.0221,1,236200
4750,19,3913,460.0,1646,454,7.2147,1,303900
4751,17,3173,501.0,1555,520,6.7079,1,250800
4752,15,3485,519.0,1740,485,6.7543,1,251900
4753,16,3388,425.0,1395,427,8.4471,1,351300
4754,15,4713,671.0,2197,673,7.5426,1,294800
4755,16,3299,610.0,1967,604,5.5085,1,223300
4756,15,2708,410.0,1140,389,6.2899,1,275000
4757,16,3970,771.0,1202,734,3.4115,1,184800
4758,16,5175,799.0,2717,813,6.1493,1,257800
4759,15,5736,537.8705525375618,2529,762,6.4114,1,278700
4760,14,5232,810.0,3041,839,5.826,1,247900
4761,13,2319,430.0,1004,380,5.133,1,316100
4762,16,2483,443.0,1357,400,5.5545,1,214200
4763,16,2102,350.0,1003,328,4.7981,1,170800
4764,15,2423,435.0,1366,423,4.8906,1,181800
4765,35,2556,404.0,946,399,6.1557,3,402900
4766,31,3959,856.0,1919,775,4.0313,3,282000
4767,29,2193,389.0,922,387,4.5476,3,309200
4768,27,1835,413.0,1221,377,3.2232,3,247100
4769,27,3858,1062.0,2321,873,3.3155,3,231000
4770,17,2737,654.0,910,492,3.5729,3,370800
4771,23,4052,955.0,1950,859,4.0647,3,240600
4772,22,3167,743.0,1797,642,4.0076,3,252100
4773,17,2248,448.0,878,423,5.1298,3,246000
4774,23,2482,461.0,1048,425,4.665,3,280600
4775,21,3951,562.0,1392,543,5.1439,3,414000
4776,14,3223,484.0,1230,488,6.5964,3,358800
4777,24,3571,722.0,1409,543,4.6518,1,277800
4778,26,2073,370.0,952,340,5.0877,1,288100
4779,19,7034,1139.0,2824,1068,6.0873,1,277300
4780,15,7468,1275.0,3033,1217,5.49,3,239300
4781,38,3832,809.0,1332,636,5.0044,1,381200
4782,13,4866,812.0,1909,733,4.9821,1,244800
4783,17,3617,597.0,1176,571,5.133,1,324000
4784,19,3562,439.0,1584,470,6.4211,1,288100
4785,17,2150,361.0,1194,335,5.4622,1,227000
4786,16,2092,489.0,877,392,3.0461,1,216900
4787,16,2205,393.0,1333,402,3.475,1,279500
4788,13,3320,426.0,1432,431,7.9283,1,348100
4789,17,2232,372.0,1072,385,4.245,1,214500
4790,16,3084,724.0,2557,690,2.8357,1,106300
4791,15,2782,579.0,983,525,2.1935,1,183300
4792,19,2930,428.0,1481,430,6.323,1,480800
4793,18,4173,625.0,1649,634,6.3568,1,294300
4794,25,3240,481.0,1462,497,6.1815,1,288500
4795,18,2626,537.8705525375618,1302,522,4.0167,1,189600
4796,17,2112,480.0,1893,433,4.0388,1,120400
4797,18,1645,393.0,1490,355,3.4792,1,126400
4798,23,3499,722.0,1480,634,3.86,1,300000
4799,21,2208,534.0,1423,482,3.5915,1,305600
4800,19,2595,621.0,1728,571,3.668,1,243800
4801,21,1857,399.0,881,380,3.8403,1,350000
4802,17,5041,778.0,2396,801,6.0868,1,282900
4803,17,2486,417.0,876,361,6.1007,1,340900
4804,15,2460,368.0,962,320,7.3878,1,318300
4805,14,3894,672.0,1490,629,6.5206,1,368500
4806,29,5650,1084.0,3985,1056,2.8192,1,162500
4807,14,4321,582.0,2025,578,8.3634,1,355100
4808,15,2849,537.0,878,520,3.2841,1,158300
4809,15,2102,295.0,1060,303,7.3141,1,337100
4810,16,5805,852.0,2356,795,6.1062,1,274600
4811,16,3774,456.0,1587,430,8.6088,1,307400
4812,16,3388,492.0,1249,463,6.1863,1,355600
4813,14,2945,356.0,1293,335,8.111,1,308900
4814,16,2497,500.0,1357,456,4.5909,1,241800
4815,16,1641,354.0,945,318,3.4261,1,219700
4816,16,4428,745.0,1525,682,5.2325,1,286800
4817,19,2957,492.0,1639,495,5.0686,1,225600
4818,23,3038,473.0,1501,436,5.5584,1,241700
4819,22,2520,387.0,1338,391,5.8898,1,242800
4820,14,3011,388.0,1359,371,7.9739,1,368700
4821,15,5394,748.0,2383,706,7.5619,1,302000
4822,15,5743,773.0,2380,773,8.1926,1,326600
4823,18,3783,654.0,1843,623,5.7559,1,215800
4824,16,2592,372.0,1279,383,6.9741,1,262000
4825,24,3260,458.0,1383,442,6.5987,1,272800
4826,16,2617,506.0,1317,511,4.821,1,201400
4827,16,2666,387.0,1227,347,7.3769,1,302400
4828,24,3477,462.0,1593,484,6.8634,1,276500
4829,16,4702,806.0,2529,814,5.1299,1,238900
4830,19,2500,331.0,1027,327,6.115,1,315600
4831,16,3400,501.0,1575,488,6.0961,1,295500
4832,16,2745,447.0,1429,411,6.8219,1,325500
4833,14,2635,516.0,1150,499,4.4391,1,306700
4834,14,1800,362.0,874,373,4.2083,1,251000
4835,15,2099,322.0,873,307,7.9887,1,328000
4836,13,2636,416.0,1137,404,7.2118,1,311500
4837,17,2895,439.0,1588,450,6.276,1,290700
4838,16,2207,291.0,1081,308,7.3518,1,331200
4839,16,6259,1098.0,3785,1114,6.3298,1,247100
4840,16,3114,463.0,1641,469,6.2162,1,283200
4841,16,6339,862.0,3132,825,7.1069,1,313400
4842,15,1875,316.0,890,316,6.5783,1,244800
4843,16,3067,396.0,1275,372,8.7385,1,340000
4844,39,5066,1292.0,1915,1117,3.821,1,452100
4845,21,8711,1544.0,3173,1396,5.0907,1,378200
4846,17,2634,641.0,1454,560,3.7976,1,275000
4847,24,3930,661.0,1831,616,6.3767,1,269000
4848,16,2542,498.0,1022,494,4.0,1,223400
4849,20,2851,490.0,1192,463,5.8752,1,274200
4850,24,4227,641.0,1605,589,6.4238,1,278400
4851,47,3090,652.0,1105,582,4.1699,1,373700
4852,28,3085,499.0,1176,480,7.9794,1,426100
4853,18,3224,561.0,1310,580,8.4614,1,391900
4854,32,3116,661.0,1105,543,5.1837,1,445600
4855,15,2874,592.0,1382,586,5.5137,1,161800
4856,16,4134,740.0,2103,745,5.6877,1,231400
4857,19,5777,1261.0,1711,1225,2.7634,1,86900
4858,16,2371,725.0,1738,686,3.6484,1,322600
4859,15,2460,447.0,1049,398,6.4967,1,387500
4860,17,4477,610.0,1798,612,8.1093,1,410400
4861,15,3236,451.0,1289,416,11.1121,1,493000
4862,34,3415,779.0,1275,718,4.498,1,482900
4863,16,3615,570.0,1209,559,8.5574,1,392200
4864,24,4879,756.0,1777,754,5.9055,1,477300
4865,20,3442,1526.0,1427,977,3.1985,1,106300
4866,32,3556,521.0,1381,537,6.1426,1,450700
4867,26,6017,1244.0,2673,1135,3.5426,1,295400
4868,33,3595,785.0,1621,732,4.1372,1,265200
4869,24,4496,877.0,1928,855,4.6808,1,245500
4870,32,2736,550.0,1279,534,5.5422,1,253100
4871,27,3310,598.0,1402,563,6.632,1,441100
4872,28,2466,507.0,1081,465,3.9375,1,339800
4873,28,2043,430.0,1108,452,5.2549,1,261800
4874,30,2196,486.0,1131,460,4.4135,1,272300
4875,37,1998,472.0,1030,436,3.9306,1,268400
4876,40,1958,333.0,876,364,3.6406,1,326100
4877,32,1901,400.0,946,418,2.7264,1,311100
4878,34,2479,491.0,1131,490,4.9643,1,317900
4879,30,2071,412.0,1081,412,4.9125,1,335700
4880,25,2224,580.0,985,516,3.1305,1,268800
4881,38,2222,542.0,1067,512,2.8553,1,307600
4882,34,2125,498.0,1052,468,5.6315,1,484600
4883,20,5476,1073.0,2327,963,5.6637,1,222100
4884,35,2133,413.0,1473,402,4.4211,1,215200
4885,31,1291,356.0,1252,373,2.7143,1,185400
4886,18,1867,426.0,871,399,2.6221,1,272000
4887,24,1395,396.0,1478,404,2.5301,1,192900
4888,24,2539,695.0,1623,611,3.0708,1,188700
4889,15,1707,514.0,1335,434,2.7543,1,177800
4890,27,2489,481.0,1082,443,5.8777,1,358800
4891,19,1589,421.0,1118,394,4.1029,1,213400
4892,15,1309,477.0,1330,424,3.4417,1,182500
4893,29,1253,375.0,1198,362,3.5179,1,225000
4894,25,1679,470.0,1314,473,4.1026,1,211500
4895,27,1283,406.0,1063,376,2.75,1,275000
4896,28,3397,597.0,1397,560,4.8125,1,244600
4897,27,3512,472.0,1391,481,8.1001,1,336500
4898,26,2552,314.0,925,323,8.1839,1,367000
4899,16,2095,450.0,963,411,5.5,1,224100
4900,15,2016,443.0,1015,419,5.2732,1,209700
4901,34,2141,425.0,1559,429,4.2036,1,220100
4902,19,2602,439.0,1156,424,5.01,1,263800
4903,26,2822,473.0,1258,469,6.4441,1,261000
4904,25,2017,454.0,1024,428,4.4732,1,245600
4905,33,2664,432.0,1197,429,5.069,1,264200
4906,26,4183,539.0,1504,520,7.4056,1,374200
4907,30,2704,426.0,1289,423,5.2815,1,229500
4908,25,7060,1159.0,3903,1139,4.8359,1,249200
